
	game_id	BFG	MaxCenterNum	4	valid_circle_exp_per_frame	849.909090909	0.00439431666464	0.00962451673902	0.0180057766099	0.0304059999106	0.0524502002159	0.0997544629559	0.212893118239	0.572471608665
	game_id	Bicycle	MaxCenterNum	4	valid_circle_exp_per_frame	331.166666667	0.00896547853736	0.0162316698837	0.0245141474972	0.039971984114	0.0620779291785	0.102832061668	0.206231620005	0.539175109116
	game_id	AcerEngine	MaxCenterNum	4	valid_circle_exp_per_frame	469.833333333	0.00736150657923	0.0134388152821	0.0212916815797	0.0352869223998	0.0557501779361	0.0948946455291	0.208001073762	0.563975176932
	game_id	BlueWorld	MaxCenterNum	4	valid_circle_exp_per_frame	716.083333333	0.00519721970513	0.0102312314112	0.0170566011766	0.0293787080615	0.0476310768915	0.0845988043734	0.201931464384	0.603974893997
	game_id	A380	MaxCenterNum	4	valid_circle_exp_per_frame	517.384615385	0.00455468799657	0.00999570774022	0.0178820035013	0.0310937468828	0.0533383614695	0.0934633114549	0.209222866249	0.580449314706
	game_id	BTSRun	MaxCenterNum	4	valid_circle_exp_per_frame	424.0	0.00983474931008	0.0172817351321	0.0265501954737	0.0408702236486	0.0638994656936	0.103485909565	0.195726001964	0.542351719214
	game_id	AcerPredator	MaxCenterNum	4	valid_circle_exp_per_frame	521.526315789	0.00707678448267	0.0133097099659	0.0229274696787	0.0389078808499	0.0656017198595	0.112593285695	0.224291305381	0.515291844087
	game_id	AirShow	MaxCenterNum	4	valid_circle_exp_per_frame	554.416666667	0.00671406388047	0.0122601818267	0.0195218392356	0.0318144008867	0.0531238608894	0.0931874791164	0.203756367697	0.579621806468
	game_id	Catwalks	MaxCenterNum	4	valid_circle_exp_per_frame	577.166666667	0.00531957277297	0.0101657422651	0.0179763893617	0.0308066592449	0.053526766435	0.0933879687838	0.204956656879	0.583860244257
	game_id	Castle	MaxCenterNum	4	valid_circle_exp_per_frame	894.846153846	0.00443899447319	0.00964645561263	0.0170273286844	0.0302242228838	0.0518022294403	0.0983361749707	0.216308788945	0.57221580499
	game_id	Camping	MaxCenterNum	4	valid_circle_exp_per_frame	577.333333333	0.00691732168218	0.0130501628171	0.020634290524	0.0328065615168	0.0523290489637	0.0909610335409	0.198438364095	0.584863216861
